,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
231,Enes Kanter,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.2,15.0,26.6,20.9,61.1,18.9,100.28,16.0,3.6,0.8,6.8,14.5,13.2,81.0,50.9,100.0,51.2,66.7,25.0,0.0,69.69999999999999,0.0,68.30000000000001,72.7,18.2,50.0,100.0,0.0,0.0,0.0,100.0,0.3,0.33,0.8,1.79,0.47,18.6,0.636,36.4,9.1,24.2,9.1,8.5,2.8000000000000003,0.545,37.5,250.0,6.1,0.5,1.37,0.0,0.0,0.0,0.8,0.75,1.9,0.96,2.6,1.09,56.10000000000001,59.699999999999996,44.5,36.8,38.3,41.9,33.6,50.0,0.0,0.0,0.0,0.0,0.0
232,Goga Bitadze,1629048.0,1610612754.0,IND,54.0,8.7,83.0,250.0,Center-Forward,7.3,6.1,15.5,11.2,53.0,16.5,104.15,7.3,21.9,9.4,4.7,15.6,10.2,53.1,85.4,100.0,86.5,48.8,42.199999999999996,37.9,62.2,54.50000000000001,54.800000000000004,64.1,44.800000000000004,42.0,47.099999999999994,50.0,34.4,0.0,48.4,0.6,0.69,0.3,1.33,0.28,1.7999999999999998,1.333,54.50000000000001,13.3,13.3,13.3,8.5,6.7,0.545,20.0,520.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.08,65.10000000000001,61.6,38.0,39.5,41.9,38.6,32.7,31.6,50.0,0.0,13.900000000000002,63.800000000000004,4.1000000000000005
233,Kawhi Leonard,202695.0,1610612746.0,LAC,57.0,32.4,79.0,225.0,Forward,27.3,3.0,18.2,10.7,57.9,33.4,101.38,19.2,17.9,23.4,10.8,22.4,13.8,36.3,29.1,67.4,37.7,50.0,0.0,0.0,50.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.15,4.7,4.3,3.47,3.9,0.833,29.4,16.7,16.7,12.5,4.5,1.0,0.5,27.3,90.0,8.9,3.7,1.19,0.0,0.0,0.0,0.4,1.07,2.6,0.96,0.6,1.04,60.0,63.2,22.2,44.4,29.4,30.0,38.5,0.0,0.0,0.0,36.3,18.5,13.200000000000001
234,Kevin Porter Jr.,1629645.0,1610612739.0,CLE,50.0,23.2,76.0,203.0,Guard-Forward,13.8,1.7,12.2,6.7,54.7,19.9,100.42,7.0,9.2,31.4,15.3,13.1,15.6,46.2,42.1,79.1,52.2,66.7,5.6000000000000005,33.300000000000004,50.0,0.0,60.0,52.900000000000006,57.099999999999994,75.0,12.5,0.0,11.799999999999999,0.0,12.5,2.1,1.15,1.8,3.36,2.37,5.2,0.588,26.700000000000003,0.0,11.799999999999999,0.0,2.0,6.0,0.4,30.0,290.0,12.8,2.0,1.07,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,76.2,64.2,46.2,41.4,27.800000000000004,27.0,25.6,0.0,0.0,0.0,22.900000000000002,15.4,3.9
235,Kristaps Porzingis,204001.0,1610612742.0,DAL,57.0,31.8,87.0,240.0,Forward-Center,7.5,5.0,22.3,13.8,53.7,25.7,100.92,11.8,11.9,37.6,6.1,18.7,12.1,31.8,69.2,95.9,78.9,46.6,39.7,40.0,48.199999999999996,34.0,52.800000000000004,59.3,37.6,38.3,50.0,24.3,40.9,0.0,38.800000000000004,5.0,0.96,1.5,1.59,0.51,2.1,1.357,81.8,7.1,14.299999999999999,7.1,0.0,6.3,0.3,12.5,790.0,8.5,1.8,1.13,0.0,0.0,0.0,0.9,0.97,2.6,0.78,1.2,1.37,62.1,58.9,39.1,38.9,42.199999999999996,38.4,32.7,16.0,33.300000000000004,0.0,16.900000000000002,56.10000000000001,9.1
236,Marvin Williams,101107.0,1610612749.0,MIL,58.0,19.5,80.0,237.0,Forward,7.4,1.8,11.8,6.6,59.9,13.3,100.27,7.6,2.1,47.5,5.6,15.8,14.4,34.5,63.5,97.8,79.4,51.2,36.4,25.0,65.2,14.299999999999999,66.7,68.8,42.5,38.5,38.5,36.1,34.0,0.0,37.3,2.3,1.06,0.5,1.31,0.47,3.3000000000000003,0.731,33.300000000000004,3.8,3.8,3.8,4.5,3.8,0.5,22.2,290.0,7.3999999999999995,0.6,1.2,0.0,0.0,0.0,0.5,0.86,1.1,1.11,0.0,0.0,57.8,65.9,39.1,42.1,37.1,37.2,35.699999999999996,28.599999999999998,0.0,0.0,23.400000000000002,27.3,4.9
237,Torrey Craig,1628470.0,1610612743.0,DEN,58.0,18.5,79.0,221.0,Forward,5.1,5.4,12.9,9.1,54.9,11.5,98.09,5.5,2.9,42.0,15.9,9.7,12.6,45.4,68.0,96.6,78.5,43.8,33.300000000000004,39.800000000000004,50.0,33.300000000000004,0.0,56.99999999999999,36.7,36.6,25.0,57.099999999999994,35.8,0.0,45.5,2.0,1.0,0.5,1.82,0.77,15.8,0.594,30.4,6.3,21.9,3.1,4.5,4.3999999999999995,0.5,22.2,1400.0,15.299999999999999,1.1,1.08,0.0,0.0,0.0,0.3,1.18,0.0,0.0,0.5,0.9,75.0,63.0,40.400000000000006,39.2,44.2,39.5,36.3,22.2,25.0,14.299999999999999,15.2,35.0,3.0
238,Yogi Ferrell,1627812.0,1610612758.0,SAC,50.0,10.6,72.0,178.0,Guard,18.9,1.2,9.1,4.9,51.0,18.2,100.55,9.1,29.5,31.1,12.0,16.4,14.2,23.0,25.0,73.7,38.8,49.6,39.800000000000004,30.8,65.2,52.300000000000004,53.800000000000004,68.0,29.099999999999998,39.5,20.599999999999998,44.7,41.099999999999994,0.0,34.599999999999994,0.9,1.11,1.7,5.18,4.84,6.3,1.5,62.5,16.7,16.7,16.7,0.8,5.3,0.333,15.4,320.0,5.7,0.7,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,63.1,39.900000000000006,41.099999999999994,40.2,37.0,36.1,36.4,33.300000000000004,0.0,22.2,9.1,4.3999999999999995
239,De'Anthony Melton,1629001.0,1610612763.0,MEM,60.0,19.5,74.0,200.0,Guard,20.6,3.4,14.8,9.3,53.3,19.3,106.39,10.6,9.2,19.4,27.4,20.9,25.2,50.5,52.6,85.7,58.5,59.3,30.0,31.6,0.0,0.0,0.0,61.9,50.0,33.300000000000004,0.0,0.0,31.3,0.0,0.0,1.5,0.94,2.1,3.48,2.79,25.0,1.059,57.099999999999994,5.8999999999999995,17.599999999999998,5.8999999999999995,0.8,3.0,0.333,0.0,560.0,17.5,2.5,1.07,0.0,0.0,0.0,0.3,0.82,0.0,0.0,0.4,1.53,87.5,80.60000000000001,26.700000000000003,14.299999999999999,38.9,60.0,29.599999999999998,0.0,100.0,0.0,35.3,14.2,8.1
240,Draymond Green,203110.0,1610612744.0,GSW,43.0,28.4,78.0,230.0,Forward,30.6,1.8,19.3,10.4,49.1,15.6,102.92,10.1,6.5,31.9,10.6,18.6,13.6,43.1,72.6,100.0,80.8,52.800000000000004,37.3,43.5,68.60000000000001,0.0,63.6,59.3,44.7,47.4,30.8,42.9,33.1,0.0,37.0,3.3,0.81,3.1,2.63,1.81,2.4,1.0,57.099999999999994,0.0,22.2,0.0,2.0,5.6000000000000005,0.4,28.599999999999998,530.0,8.4,1.6,0.91,0.0,0.0,0.0,0.6,0.88,1.0,0.65,0.0,0.0,72.2,59.699999999999996,45.6,35.4,37.5,33.1,37.9,50.0,0.0,0.0,28.4,26.400000000000002,7.199999999999999
241,Javonte Green,1629750.0,1610612738.0,BOS,48.0,9.7,76.0,205.0,Guard-Forward,7.6,4.4,13.0,8.9,56.9,14.0,103.94,8.1,3.2,14.4,31.2,18.4,29.6,64.0,61.9,100.0,66.7,60.0,50.0,45.5,100.0,0.0,0.0,83.3,33.300000000000004,33.300000000000004,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.4,1.86,1.03,33.300000000000004,0.947,46.2,21.099999999999998,21.099999999999998,21.099999999999998,2.0,3.2,0.4,25.0,730.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,76.5,62.5,33.300000000000004,50.0,37.5,30.0,0.0,0.0,0.0,28.599999999999998,12.7,3.8
242,Josh Richardson,1626196.0,1610612755.0,PHI,55.0,30.8,77.0,200.0,Guard,15.4,2.5,7.6,5.0,53.8,21.2,100.74,8.3,20.4,32.2,7.9,15.6,17.9,31.8,41.7,79.7,52.7,38.5,16.7,30.0,0.0,0.0,0.0,44.4,42.9,33.300000000000004,0.0,0.0,28.599999999999998,0.0,0.0,3.1,0.92,3.1,3.56,2.89,4.1000000000000005,0.9,50.0,5.0,15.0,5.0,0.0,1.5,0.3,0.0,400.0,8.200000000000001,1.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.25,85.7,78.7,38.5,14.299999999999999,33.300000000000004,33.300000000000004,36.8,0.0,0.0,0.0,19.400000000000002,17.599999999999998,11.700000000000001
243,Malcolm Brogdon,1627763.0,1610612754.0,IND,54.0,30.9,77.0,229.0,Guard,35.8,2.7,12.3,7.6,54.0,25.1,98.99,13.6,20.3,24.7,7.6,18.5,11.3,36.5,20.7,39.3,24.9,43.1,35.3,34.9,66.7,0.0,60.0,54.300000000000004,27.800000000000004,41.3,28.599999999999998,23.5,34.300000000000004,0.0,26.700000000000003,1.8,0.92,6.9,5.31,5.45,3.4000000000000004,0.818,41.199999999999996,4.5,18.2,4.5,0.0,0.0,0.0,0.0,350.0,11.200000000000001,2.0,0.9,0.0,0.0,0.0,0.5,0.76,0.0,0.0,0.5,0.9,65.8,62.5,43.7,35.699999999999996,34.599999999999994,34.4,36.6,27.800000000000004,0.0,0.0,14.000000000000002,5.5,11.799999999999999
244,Nickeil Alexander-Walker,1629638.0,1610612740.0,NOP,47.0,12.6,78.0,205.0,Guard,20.7,1.5,13.5,7.4,44.1,22.7,105.15,6.2,3.8,56.9,3.8,8.1,16.6,31.3,13.5,90.0,53.2,37.8,41.9,44.800000000000004,33.300000000000004,0.0,50.0,47.599999999999994,18.8,41.0,36.7,59.099999999999994,41.3,0.0,46.2,1.8,0.97,1.9,3.82,3.16,11.700000000000001,0.75,44.4,4.2,25.0,4.2,0.0,0.0,0.0,0.0,380.0,10.0,0.8,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,59.8,38.800000000000004,41.099999999999994,43.4,40.699999999999996,34.8,14.299999999999999,25.0,0.0,22.1,14.499999999999998,2.0
245,Terrance Ferguson,1628390.0,1610612760.0,OKC,56.0,22.5,78.0,190.0,Guard,5.2,2.2,4.3,3.3,52.0,8.9,97.9,1.2,8.6,67.7,10.2,5.4,9.7,18.3,92.0,97.6,95.5,43.0,31.7,30.5,61.199999999999996,51.9,66.7,63.9,42.3,31.7,28.599999999999998,20.0,26.400000000000002,0.0,22.2,2.6,0.88,0.3,1.21,0.47,4.9,0.667,33.300000000000004,7.3999999999999995,14.799999999999999,3.6999999999999997,0.0,0.0,0.0,0.0,1580.0,14.6,1.0,0.83,0.0,0.0,0.0,0.8,0.88,0.0,0.0,0.0,0.0,67.30000000000001,65.0,38.2,33.2,37.5,37.6,33.5,30.8,33.300000000000004,0.0,14.299999999999999,13.8,5.3
246,Tony Bradley,1628396.0,1610612762.0,UTA,58.0,11.4,82.0,248.0,Center-Forward,3.9,15.7,22.7,19.3,65.6,15.4,104.28,11.6,0.0,0.0,8.3,11.6,9.4,88.4,67.5,0.0,67.5,0.0,0.0,0.0,60.0,0.0,66.7,57.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.32,0.38,28.4,0.667,31.8,7.3999999999999995,14.799999999999999,7.3999999999999995,0.0,0.0,0.0,0.0,360.0,7.9,0.3,1.21,0.0,0.0,0.0,0.4,1.0,0.0,0.0,1.1,1.14,75.0,61.1,50.0,22.2,40.0,25.0,30.8,0.0,0.0,0.0,20.0,60.0,3.3000000000000003
247,Wes Iwundu,1628411.0,1610612753.0,ORL,52.0,18.3,78.0,195.0,Forward,8.3,2.6,11.0,6.6,50.7,12.7,100.49,6.2,11.4,28.6,21.9,25.7,23.3,34.3,60.4,70.0,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.89,0.8,2.71,1.81,8.5,0.643,35.0,14.299999999999999,17.9,14.299999999999999,0.0,0.0,0.0,0.0,50.0,1.6,1.3,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.69,66.7,57.099999999999994,33.300000000000004,57.099999999999994,37.5,37.5,20.0,0.0,0.0,0.0,15.8,13.4,7.7
248,Alex Len,203458.0,1610612758.0,SAC,55.0,17.6,84.0,250.0,Center,9.2,8.4,19.2,13.8,59.0,18.3,104.78,11.7,0.6,12.0,4.9,14.6,8.3,72.8,73.4,100.0,76.1,50.2,44.9,39.7,64.8,0.0,67.60000000000001,63.4,35.6,43.1,67.60000000000001,36.1,40.2,0.0,52.1,1.3,0.92,0.9,1.56,0.56,25.8,0.708,33.300000000000004,4.2,8.3,0.0,0.0,0.0,0.0,0.0,570.0,9.3,0.5,1.35,0.0,0.0,0.0,0.8,1.16,0.6,0.68,1.3,1.12,70.19999999999999,60.3,39.6,44.5,44.3,36.199999999999996,35.3,50.0,50.0,0.0,15.6,42.1,6.0
249,Carmelo Anthony,2546.0,1610612757.0,POR,58.0,32.8,79.0,238.0,Forward,6.6,3.9,14.9,9.5,50.0,22.1,100.12,7.6,27.6,27.4,9.3,14.5,10.3,30.6,42.3,90.9,53.9,50.3,44.0,35.099999999999994,80.0,0.0,100.0,65.0,39.7,41.4,29.7,40.9,41.3,0.0,35.8,3.5,1.07,1.7,2.41,1.16,44.800000000000004,0.567,21.7,6.7,16.7,3.3000000000000003,0.0,0.0,0.0,0.0,1370.0,15.1,1.3,1.17,0.0,0.0,0.0,0.6,0.77,5.0,0.92,1.0,1.03,75.0,61.6,36.6,45.0,43.6,34.1,33.6,38.9,0.0,0.0,20.1,11.1,5.5
250,Derrick Jones Jr.,1627884.0,1610612748.0,MIA,59.0,23.3,77.0,210.0,Forward,5.5,4.0,11.9,8.1,59.8,13.6,100.24,8.2,1.1,24.1,19.3,21.3,17.2,53.4,80.0,96.4,83.7,47.199999999999996,38.9,33.0,65.7,53.0,43.5,69.3,42.1,40.2,66.7,0.0,33.7,0.0,28.599999999999998,2.6,0.85,0.7,1.61,0.6,8.3,0.941,41.699999999999996,23.5,17.599999999999998,23.5,0.0,0.0,0.0,0.0,760.0,7.9,1.8,1.47,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.6,1.0,60.099999999999994,60.3,36.199999999999996,36.5,42.1,38.7,34.300000000000004,37.5,0.0,0.0,27.400000000000002,29.5,5.800000000000001
251,Dwight Powell,203939.0,1610612742.0,DAL,40.0,26.5,82.0,240.0,Forward-Center,7.6,7.1,13.2,10.2,67.7,12.6,99.41,9.4,0.0,8.0,6.4,19.7,9.6,72.3,80.9,100.0,82.2,57.699999999999996,41.6,23.5,69.89999999999999,56.8,51.800000000000004,74.5,42.1,37.8,50.0,27.3,40.9,0.0,36.8,1.6,0.86,1.0,1.48,0.45,5.2,0.842,46.7,5.3,15.8,5.3,0.0,0.0,0.0,0.0,380.0,4.0,0.5,1.45,0.0,0.0,0.0,1.9,1.07,0.0,0.0,0.7,1.25,56.99999999999999,62.8,35.3,47.5,40.1,38.3,35.3,33.300000000000004,0.0,0.0,24.099999999999998,22.400000000000002,8.9
252,Isaiah Thomas,202738.0,1610612764.0,WAS,40.0,23.1,69.0,185.0,Guard,22.4,1.1,6.3,3.6,53.1,23.6,105.14,7.0,18.0,48.0,6.4,12.7,12.7,21.3,38.5,76.9,55.7,33.300000000000004,22.0,0.0,65.5,37.5,64.3,73.9,47.699999999999996,33.300000000000004,37.5,33.300000000000004,16.7,0.0,36.4,3.5,1.28,3.8,4.25,3.69,8.200000000000001,0.696,36.4,0.0,4.3,0.0,0.0,0.0,0.0,0.0,340.0,8.6,2.2,0.71,0.0,0.0,0.0,0.8,0.67,0.0,0.0,0.0,0.0,52.900000000000006,57.49999999999999,45.1,49.2,40.8,39.900000000000006,35.199999999999996,25.0,0.0,0.0,10.2,7.7,-1.0
253,Jevon Carter,1628975.0,1610612756.0,PHX,58.0,16.3,73.0,200.0,Guard,14.2,3.5,9.1,6.4,54.1,13.6,102.53,7.1,14.0,61.0,18.6,7.6,19.8,17.4,37.0,88.6,66.1,66.7,44.4,100.0,68.4,100.0,83.3,72.7,66.7,50.0,0.0,0.0,83.3,0.0,0.0,1.5,1.03,1.5,3.89,3.45,4.6,0.615,23.5,11.5,23.1,11.5,0.0,0.0,0.0,0.0,300.0,14.2,0.9,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,53.300000000000004,32.0,42.9,47.8,41.5,34.4,0.0,0.0,0.0,27.500000000000004,21.5,6.5
254,Ky Bowman,1629065.0,1610612744.0,GSW,45.0,22.6,73.0,187.0,Guard,21.0,2.1,8.7,5.3,48.2,16.4,101.63,6.4,18.6,33.2,13.6,10.4,18.9,37.9,43.0,71.0,50.9,100.0,100.0,0.0,83.3,50.0,0.0,90.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.4,0.8,3.6,4.11,3.99,7.7,0.593,31.8,0.0,18.5,0.0,0.0,0.0,0.0,0.0,160.0,13.8,1.3,1.06,0.0,0.0,0.0,0.4,0.81,0.0,0.0,0.0,0.0,66.7,70.8,40.0,50.0,11.1,33.300000000000004,45.5,100.0,0.0,0.0,25.4,11.4,7.000000000000001
255,Patrick Beverley,201976.0,1610612746.0,LAC,51.0,26.3,73.0,180.0,Guard,18.7,4.3,14.8,9.6,54.9,13.2,102.26,9.2,1.2,56.8,11.2,7.1,13.3,34.9,31.1,96.9,64.8,0.0,20.0,50.0,66.7,100.0,54.50000000000001,86.7,40.0,28.599999999999998,0.0,0.0,0.0,0.0,0.0,4.1,1.07,3.5,3.77,3.12,17.5,1.364,62.5,18.2,9.1,18.2,0.0,0.0,0.0,0.0,130.0,5.7,1.2,1.06,0.0,0.0,0.0,0.8,0.79,0.0,0.0,0.3,0.9,60.0,70.3,38.5,36.0,42.9,40.5,28.299999999999997,0.0,0.0,0.0,24.099999999999998,17.599999999999998,11.4
256,Shabazz Napier,203894.0,1610612764.0,WAS,56.0,24.0,72.0,175.0,Guard,32.3,1.9,10.5,6.0,54.8,18.8,104.94,10.8,6.7,41.9,11.4,20.9,11.6,30.5,22.2,50.0,34.1,0.0,0.0,0.0,50.0,0.0,0.0,57.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.17,4.2,4.45,3.96,20.599999999999998,1.154,71.39999999999999,23.1,30.8,23.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.07,0.0,0.0,0.0,0.8,0.85,0.0,0.0,0.0,0.0,66.7,60.0,0.0,0.0,0.0,66.7,30.0,0.0,0.0,0.0,26.3,8.7,7.000000000000001
257,Abdel Nader,1627846.0,1610612760.0,OKC,55.0,15.8,77.0,225.0,Forward,6.5,1.6,8.4,5.0,58.0,16.2,101.73,6.5,3.6,39.0,14.3,16.1,18.4,41.3,70.0,96.6,79.7,52.5,38.9,37.8,68.4,53.7,64.7,72.3,53.1,32.7,40.0,11.1,38.2,0.0,21.4,2.3,0.82,0.5,2.05,1.44,3.3000000000000003,1.0,44.4,26.700000000000003,13.3,26.700000000000003,0.0,0.0,0.0,0.0,480.0,5.4,1.0,1.23,0.0,0.0,0.0,0.3,0.83,0.0,0.0,0.0,0.0,54.900000000000006,59.0,38.7,40.400000000000006,41.0,38.800000000000004,34.599999999999994,9.1,0.0,0.0,17.7,19.6,6.5
258,Avery Bradley,202340.0,1610612747.0,LAL,49.0,24.2,75.0,180.0,Guard,6.5,1.9,7.4,4.7,54.5,15.5,102.41,5.3,21.7,39.8,19.3,4.8,18.7,33.7,77.2,88.6,80.9,51.800000000000004,34.300000000000004,41.3,51.9,43.8,43.5,63.6,40.5,35.9,44.4,42.9,30.4,0.0,44.0,2.5,0.71,1.0,2.09,1.6,5.7,1.0,36.4,20.0,6.7,20.0,0.0,0.0,0.0,0.0,380.0,3.9,1.7,1.34,0.0,0.0,0.0,0.7,0.96,0.0,0.0,0.0,0.0,51.0,60.4,40.0,42.0,45.1,40.8,37.3,0.0,0.0,0.0,20.1,3.0,10.8
259,Clint Capela,203991.0,1610612737.0,ATL,39.0,32.8,82.0,240.0,Center,5.6,11.8,26.5,19.1,62.6,15.6,104.64,14.3,0.4,0.0,14.4,10.1,15.3,89.5,80.3,0.0,80.3,66.7,10.0,44.4,65.60000000000001,0.0,36.4,65.10000000000001,30.0,0.0,0.0,57.099999999999994,0.0,0.0,50.0,0.0,0.0,1.3,1.38,0.27,4.1000000000000005,0.882,42.9,5.8999999999999995,11.799999999999999,5.8999999999999995,0.0,0.0,0.0,0.0,140.0,5.5,2.1,1.32,0.0,0.0,0.0,1.9,0.96,0.4,1.13,2.3,0.97,60.0,61.3,44.4,31.0,56.10000000000001,36.7,34.300000000000004,0.0,0.0,0.0,15.4,49.0,11.1
260,D.J. Augustin,201571.0,1610612753.0,ORL,57.0,24.9,71.0,183.0,Guard,28.8,1.4,7.4,4.3,54.4,18.2,98.33,11.0,10.1,33.8,7.2,27.3,16.5,28.8,16.0,57.4,31.3,33.300000000000004,0.0,20.0,100.0,0.0,0.0,100.0,20.0,25.0,0.0,0.0,22.2,0.0,0.0,1.4,1.11,6.0,6.31,6.71,8.5,0.833,43.8,0.0,11.1,0.0,0.0,0.0,0.0,0.0,220.00000000000003,12.7,1.0,0.88,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,100.0,73.9,55.60000000000001,60.0,28.599999999999998,33.300000000000004,36.8,0.0,0.0,0.0,14.499999999999998,0.6,10.4
261,Damion Lee,1627814.0,1610612744.0,GSW,49.0,29.0,77.0,210.0,Guard-Forward,13.3,2.5,14.4,8.3,54.2,18.3,103.82,8.7,11.1,37.2,17.3,19.2,18.2,32.5,73.5,98.3,82.5,51.7,39.6,36.7,73.3,50.0,43.8,66.5,46.1,31.7,45.6,34.0,35.699999999999996,0.0,40.400000000000006,2.9,1.16,1.6,2.15,1.45,5.4,0.789,46.2,0.0,31.6,0.0,0.0,0.0,0.0,0.0,500.0,10.4,2.2,1.04,0.0,0.0,0.0,0.5,1.2,0.0,0.0,0.3,1.36,64.0,61.0,44.5,48.1,43.5,38.800000000000004,36.8,19.400000000000002,14.299999999999999,0.0,20.1,4.3,7.9
262,Dwayne Bacon,1628407.0,1610612766.0,CHA,39.0,17.6,78.0,221.0,Guard-Forward,12.1,2.0,12.4,6.9,41.9,18.9,99.14,4.9,6.3,25.4,16.5,15.6,18.8,52.7,47.0,89.5,56.5,58.5,46.300000000000004,31.4,100.0,0.0,100.0,61.0,40.0,40.0,33.300000000000004,50.0,40.300000000000004,0.0,40.0,2.1,0.78,1.1,2.53,1.72,6.6000000000000005,0.625,29.4,4.2,25.0,4.2,0.0,0.0,0.0,0.0,1110.0,11.700000000000001,1.7,0.86,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.3,1.0,69.39999999999999,67.10000000000001,34.599999999999994,51.7,53.800000000000004,36.5,38.1,25.0,0.0,0.0,22.5,3.9,5.2
263,Joel Embiid,203954.0,1610612755.0,PHI,51.0,29.5,84.0,280.0,Center-Forward,18.7,8.5,28.6,18.7,58.4,30.7,102.27,19.2,16.6,17.1,5.4,29.3,10.9,37.0,48.5,92.2,56.2,43.5,38.7,35.4,50.0,0.0,50.0,57.3,33.900000000000006,36.0,52.6,20.0,34.0,0.0,45.800000000000004,3.1,0.9,2.6,2.22,0.87,11.0,0.577,31.6,15.4,19.2,15.4,0.0,0.0,0.0,0.0,660.0,12.7,1.7,0.96,0.0,0.0,0.0,0.5,0.94,8.1,1.11,1.8,1.28,69.69999999999999,66.7,49.3,44.5,42.5,46.5,31.1,14.299999999999999,0.0,0.0,18.8,40.1,15.0
264,Keita Bates-Diop,1628966.0,1610612743.0,DEN,44.0,16.9,80.0,229.0,Forward,7.3,2.7,12.9,7.6,54.1,15.5,104.07,8.8,0.8,36.0,12.4,19.0,15.5,44.2,67.2,96.8,77.5,45.5,28.799999999999997,29.799999999999997,0.0,0.0,0.0,48.1,35.099999999999994,34.300000000000004,27.3,40.0,27.400000000000002,0.0,32.4,2.7,0.84,0.6,1.84,0.93,26.200000000000003,0.441,25.900000000000002,0.0,20.599999999999998,0.0,0.0,0.0,0.0,0.0,570.0,11.799999999999999,1.5,1.04,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.4,1.44,73.7,65.4,38.7,39.5,44.0,41.9,36.7,48.0,66.7,10.0,17.299999999999997,24.2,4.2
265,Mario Hezonja,1626209.0,1610612757.0,POR,53.0,16.4,80.0,220.0,Forward-Guard,6.7,3.2,15.7,9.7,49.3,13.4,104.59,5.9,4.6,25.7,24.0,22.9,19.4,46.9,53.3,100.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.75,1.3,2.92,1.84,10.4,1.4,50.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,250.0,5.7,1.4,1.26,0.0,0.0,0.0,0.4,0.47,0.0,0.0,0.3,0.83,0.0,55.60000000000001,33.300000000000004,0.0,80.0,33.300000000000004,0.0,0.0,0.0,0.0,27.1,9.1,2.3
