,Player,KM Cluster,Postion,Age,TeamAbbrv,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15
251,Abdel Nader,6,Forward,26.0,OKC,0.28735985764132266,-5.411741739585016,1.2134041492781698,-0.7314999819948992,2.331459642250081,-0.06977531849227354,1.7154142392405818,-0.114853023138253,-0.8135734623060767,-0.525717181274022,-0.9738749573465328,0.9250514591583392,0.3279265052659695,1.7107776528164795,1.2170254961449491
252,Avery Bradley,7,Guard,29.0,LAL,-1.498594658771811,-2.6361488852332577,4.155214136884738,0.04142747757094678,0.6493932873268276,0.472515609895182,0.6989639640098205,-0.4268028887101202,-1.343505983006939,1.951214933182958,-0.7902163765655921,-1.6784556262697101,0.1614844770562122,0.45216924598162317,-0.5031758981549329
253,Clint Capela,3,Center,26.0,ATL,12.051868001979905,9.048297188106087,-0.6578870698557573,-4.597798137061683,2.587761125920965,0.24805956886186553,-1.678639410853699,-1.0255245447494516,-1.656261183870832,2.6015915140517087,3.9200076718067938,-2.7673883688077856,-0.028335061064237672,-1.1971353405687697,-3.142474289589555
254,D.J. Augustin,5,Guard,32.0,ORL,-6.801294940819,-0.9885118280075732,-3.8462482278111825,0.9247712161457008,0.2596102188967943,0.9688849875264802,-0.8250038948171514,0.8510972554905749,-3.044576580040974,-0.6731381204800725,-1.0259958926779895,-1.030220690485596,1.5487508504163985,0.33452931189419854,-0.31308379950883797
255,Damion Lee,7,Guard-Forward,27.0,GSW,-2.736396366821547,-0.17126097172882707,3.315541098936978,-0.6266131322710146,0.011628383287344436,-2.115113010279328,-0.6251186620416578,-0.28622739696418253,-0.39703401673717076,1.5154135682888608,0.24663650155371936,-0.37803451324348886,1.7499586661165305,0.9741179639669939,-1.2453771557060882
256,Dwayne Bacon,2,Guard-Forward,24.0,CHA,-2.2518379205194567,-4.547351349752291,-2.3811839628210176,0.2163172505287921,-3.232226679332647,-1.8579565786549168,1.4091610718597078,0.8649596240994818,-0.41119854139661677,-0.6752882730332412,1.8175167262977572,-0.06707770455973816,-0.849134549012856,0.40217153387793786,0.1067735188840114
257,Joel Embiid,3,Center-Forward,26.0,PHI,5.006027875443657,10.893496321630245,0.2876247186145321,4.238564554481138,-5.794912960059509,1.777906596558978,3.983190355909516,0.07002082815019271,0.06246123686913083,1.3132669463917264,1.139310186100124,2.769579092243417,1.0120034120781323,0.0801440841376802,1.2710131722595708
258,Keita Bates-Diop,6,Forward,24.0,DEN,1.7952353962167065,-4.4464264271435425,0.9188783407028436,-1.3520532657571518,1.0378907900437782,-2.021233199871141,2.1201207290691615,1.6836747970020538,-0.2541308613138658,0.6663236854976963,0.2788058149031457,0.3947489685954813,0.33676329563958063,0.16455283652803873,1.7338018109661513
259,Mario Hezonja,2,Forward-Guard,25.0,POR,0.08880571204343843,-4.368826958286049,-2.193944336293854,-0.8974030521358777,-2.489896392231014,-0.2604599065271215,1.6504939184125613,-0.6066563921898367,1.195266460396529,-0.7201806440668688,-1.657493915460364,-1.9891258621650294,-0.6620953544948674,0.3076511665319735,-1.6981073069436077
260,Michael Porter Jr.,6,Forward,22.0,DEN,1.6168763623181832,-1.856464699237517,0.2985647574295963,0.1987197842039135,1.9165869101533204,-1.736983251966373,2.5560259611962235,-2.5582479804972977,1.5572273083277843,0.7207585384761117,0.22601684035205574,2.389886405566043,-0.41967316770845925,-0.5050112376189188,-0.23786411705769797
261,Khem Birch,4,Center,27.0,ORL,7.420261316007039,-2.160468346901731,-4.330069262105258,-0.8147719863872253,0.8050812327895271,-2.072589363843239,-0.12618393527079974,2.29633927635697,-0.1280313092619114,0.14985669195650653,-0.7964653553176158,-2.932803509423903,0.9627612365627776,-1.1963456630109948,-1.5722740445964674
262,Landry Shamet,7,Guard,23.0,LAC,-1.2616736485671838,-4.146030508598842,3.723146148801833,1.1069457310510815,1.2595627693109817,2.5039469336319833,-2.0728494172588867,1.0218890111373726,-0.31456862674431846,-1.3145797690184384,1.2788826664312165,0.4024715385737022,-0.32534151260084326,-1.3185839322209063,-0.5859041573802997
263,Norman Powell,7,Guard,27.0,TOR,-3.0397013362989513,0.18707154835684203,4.05322701156883,-3.6338798433106936,0.9022407400634641,1.4567005910604622,2.6612768334772725,-1.212995489522047,0.32539490003999594,-0.40781297903803393,2.0136794732548253,-0.18636804467418758,-0.09178891722874442,0.9577646479511668,0.6156616408037936
264,Rajon Rondo,2,Guard,34.0,LAL,-5.047164591029921,-2.2232007306443813,-4.551661804817691,-0.2598048020701597,-1.495007653857022,1.529873847422061,-1.4140210226764793,-0.8891793271401023,0.7139783603253125,-1.4190616140775747,-0.1364851088523584,0.4175516815816173,1.451305663053885,-0.8962396643918048,-1.2751782300523067
265,Alfonzo McKinnie,6,Forward,27.0,CLE,1.841487951763816,-5.841136883778341,-1.1502446174408345,-1.2508166334819129,0.06023193362155515,-3.179525297090635,0.25681296075866145,0.01803615606040776,1.666982657744912,0.4372822444784654,-1.5960833597081918,1.784898042459243,0.012957915693654396,1.2667181434327157,-0.5533992373150489
266,Cody Martin,6,Forward,24.0,CHA,-0.19176887153510522,-4.51730343855314,-1.5260936872008979,-3.4596572736123283,-0.5071311434396024,-1.9707514177894694,0.8420973287653724,0.11279200246569798,-0.8444846752814442,-0.6855942573921499,-0.3720954869042947,-0.5039908295945713,1.1771007839736267,2.2753209249629682,1.9674172999774986
267,Dewayne Dedmon,4,Center,30.0,ATL,7.534392347773155,-1.6471853619050352,-1.1723599313444426,0.17213912581497767,-2.10253660121445,-1.2256659282625013,0.008792748022962012,1.8026122007146,-0.17764132046618206,1.9867211057483758,-2.281311338026358,0.8715816088481005,-0.9543858505316842,-1.5423690301427961,0.27149206622606653
268,Gordon Hayward,5,Forward,30.0,BOS,-3.4262539306938287,4.868839128789693,2.1360316944175204,1.0842680655296797,1.1764255479001986,0.4385104000065774,1.6963662298782582,-1.4371024420586485,-0.8845549358402343,0.9017847524617815,-0.3549902273206269,-0.21504396420543123,0.07455702979625617,1.1116108397910736,-1.121109253534473
269,Juancho Hernangomez,6,Forward,24.0,MIN,3.319075458675593,-3.98585402088341,0.48805126557198925,-0.07910748426655001,0.26424429713252906,-2.921583218895944,0.4263594264558954,1.7412930041548418,-2.1238213593786712,-0.483571960111579,1.1649899751182742,0.34975171901126745,1.1600302461695748,-1.283876536007073,1.8027057096867163
270,Mike Muscala,6,Forward-Center,28.0,OKC,5.6322042594423865,-5.615040902286219,0.5779671297461098,2.546665283421829,0.9142585878437312,0.7524552018409478,-1.1380197665961351,1.9478283656089488,-0.024140903865182275,0.07428607039183624,-2.0624344327555972,2.5884022129692363,1.4450510619568413,-2.138082636573356,0.959750124186786
271,Richaun Holmes,3,Forward,26.0,SAC,11.434314248209413,6.082761339738169,-1.536489574722536,-0.6074518240944843,2.177667766159988,-0.7242285120952867,-1.0233632548831162,-2.9291842952090916,-0.6826567068394529,1.8134628651717846,0.647208772936465,-1.951496188658973,0.26794953102635144,-0.9939491317768039,-0.8257639576978755
272,Sterling Brown,6,Guard-Forward,25.0,MIL,-0.5724056421542553,-5.12514096936587,-0.5053305540731716,-1.1596925551155524,-0.8456788743456622,0.728095151783274,2.900058442279706,0.8031912207571691,-0.7851614349740464,0.43408686732722707,0.023690021462333795,1.3610288056113282,-0.6927303042610204,0.9367914214494757,0.9083832334731837
273,Wendell Carter Jr.,3,Center-Forward,21.0,CHI,9.277039138914231,4.364564685156896,-0.7895508778199799,-0.7451146502093067,-0.9096475861539466,0.09027261854484363,-0.04392239087574933,0.6852252284240716,-1.1739868310853074,0.6575003142705986,-0.45196921118008154,-0.47692797082941674,1.9076100537720633,-0.5718634585087471,-2.278820682080515
274,Allen Crabbe,6,Guard-Forward,28.0,MIN,-0.8678220958814052,-7.391211937302755,1.0904615552592631,1.1800589826307046,-0.1843622307558564,-0.7112074130299059,-0.6758073374074635,0.12779111814799032,0.2518401059344975,1.3286757963223423,2.9282962556009298,1.0878920988245744,1.028926957719968,-1.6612981736128036,1.4583439337394224
275,De'Aaron Fox,1,Guard,22.0,SAC,-8.52564392252182,6.860753378092163,-3.7315484810539203,-2.596888589538394,0.1457965402456078,-1.3432404453981361,-1.0452634865416326,-0.11528907062048681,0.9778937091260733,-0.18207750993046068,-0.46002395210675123,-0.407684330397267,0.4056095449795396,0.5199081920631687,0.26431096479673566
276,Derrick Favors,3,Forward,28.0,NOP,10.807456847401497,4.512747274904116,-1.0948269915517324,-0.4581166426722853,1.201910365215984,0.14321120259397999,-1.5690164294566904,-0.9447374923566423,-0.38033124151770126,0.027959761908104664,0.06633858993496826,-0.7323792581490065,0.2436225804401953,0.36810872387698707,-0.5725278487620038
277,Elfrid Payton,5,Guard,26.0,NYK,-5.560373682249116,3.344927091733516,-4.034518329468964,-3.568283047330744,-1.041447883413418,-1.7861496698628967,-2.5606932183231104,-1.523829433507412,-0.8861733845525365,0.4236947605148566,-2.4111949438546993,2.082833122640046,-0.9367014420379263,1.9312524298090226,-0.9114719349105498
278,D'Angelo Russell,1,Guard,24.0,MIN,-9.474708635371769,6.180723825623612,-0.235284148312357,2.2884593865304486,2.348449167883522,-1.7276230974258817,-2.241433199742811,-1.0455773807421265,0.7494122393574704,2.3190894968685942,-0.02415866792661863,-0.30169207137098464,0.9639005170785128,-0.15333781125890528,1.7207029879919904
279,Dzanan Musa,2,Guard-Forward,21.0,BKN,-0.5121740892461261,-6.467012297286521,-3.335331929752771,-1.0272719126003802,-2.398727188838768,0.31149548467908283,2.3222034740099504,0.6139510372214296,-0.025398581021145162,-0.7631510567311944,1.1142299923947516,0.4735813865414411,-0.40515614602492184,-2.44825163090591,-0.5024179121217702
280,Karl-Anthony Towns,3,Center-Forward,24.0,MIN,4.696943332212535,11.143996564677035,3.2102195783402743,2.844773974633045,-1.562315284040753,-0.2969227544809424,-0.7585428014507434,-1.846129514427993,1.0323475585126145,-4.351177441884806,1.6724926249986873,0.980051626812357,-0.10602373717337,-1.3156142786088032,0.2755735295362822
281,Kenrich Williams,6,Guard-Forward,25.0,NOP,1.928766650241115,-4.394145178438365,1.363891940390692,-3.094788995048214,-1.7255514370865555,-0.06876310615126992,-1.6875220664356703,1.5985337034020497,-0.21410380366927761,0.609897378017648,-2.2940885960213193,1.2771859232781189,-0.25903986690815184,-1.0823607707523915,-1.357663227049018
282,Luke Kornet,4,Forward-Center,24.0,CHI,7.000199802265001,-3.233506677835044,-0.43953602372406364,1.719338090527579,1.6266870674399556,-0.2947129047969804,-1.0719304222402746,1.136768724452745,0.8616732741261387,-1.280697022868163,-1.557969212026516,-1.1180427175862688,-0.3547277975956326,0.9641416144435544,1.6006959441670967
283,Marc Gasol,0,Center,35.0,TOR,4.916609382694384,0.21914823832053323,1.2035527567011866,1.3228516820404228,-2.2169797365914663,4.579033887933735,-1.7755845074105732,1.4454316258458635,-1.2596238474905923,0.36258326724104467,-1.6088463701409392,-0.1482659087277373,0.5958182575258582,1.2687715037840075,0.3046608140275136
284,Paul Millsap,0,Forward,35.0,DEN,2.9547992822909044,1.623666366939247,1.1914761896509987,-0.3244120747938178,-0.8882605421991744,0.6825103094089315,1.8182448738436479,-0.4014938299725222,0.8830591817726738,-0.5968071945402977,0.11749101465183791,1.221920353410085,0.16610419770963356,0.6840884624059416,-1.1672586108931242
285,Paul George,5,Forward,30.0,LAC,-7.187937930363819,3.6719018109753585,1.0829408553047462,0.7811083502015418,-1.343108519404289,3.16108873262715,0.8512975230428389,0.3884034355927672,0.9655036736448653,1.5956073676657379,2.8497561060722636,-0.8268906213693711,0.3710893038178213,-0.37081882600203014,0.6762902897117209
286,Aron Baynes,4,Center-Forward,33.0,PHX,8.158725770811072,1.5503415409132715,0.54890915956339,3.4284915787353634,-0.021601751356921425,-0.13788376118415555,-1.6622027823039525,1.4365511087271277,-0.8365309995443763,-2.244174425598785,-1.6821628000461009,-1.0548890119291396,1.278355746387583,0.7220037660901629,-0.8246426860898779
287,Daniel Gafford,4,Forward-Center,21.0,CHI,9.19077405948771,-2.3055626839342693,-4.186971367810272,-0.9431958084528198,4.583989071955046,-0.5497827426001711,0.24667933678649293,2.0905490264700477,-0.11342472961280375,-0.2957161414350293,0.03609029086260449,-2.838730689608813,-2.3850663692358447,0.2016950799000951,3.348373506526406
288,Ian Mahinmi,4,Center,33.0,WAS,8.11499468955362,1.2044843624841448,-2.4664014172032163,-1.222890483286401,-0.97542430430938,-1.7822556516099823,-1.7917442967071908,0.4458799366664544,0.3593898563559699,-0.5494453057497655,-1.0731336575566608,-1.8758575721507467,0.8496705028049315,-0.1669291145806676,-0.8756272560956389
289,Skal Labissiere,4,Forward-Center,24.0,ATL,8.433580380575727,-0.3447549172838768,-2.149996977017342,2.8182075125306167,1.5703140234758322,1.8957136602512952,0.12865665149355804,0.37414065488997544,-1.6284431151614418,1.158641038958579,-1.3666601486105827,-1.9578454705959278,-1.7906214625793586,2.1790796747166845,0.005048447993100861
290,Dante Exum,2,Guard,24.0,CLE,-1.1941048885121484,-6.208460469721449,-3.9464116207170368,-0.016608809454472143,0.44949048448791534,1.4995367920851843,0.2616100424380795,-0.38387940457310016,-0.061643772307418715,-0.4712394763340379,1.0641748549680847,2.2302504150129456,-0.3548048006576148,-1.6812038864346024,-2.0813333168672576
291,Frank Kaminsky,4,Forward-Center,27.0,PHX,6.148448631386425,0.3967194389180043,-0.08707372714892002,3.0330985955810434,-0.7920471908044404,-0.14467108363586328,-1.4740310932807723,1.7812005399370956,-0.3129385990952777,-1.8325983187152188,-1.3235140267827112,0.18824663808642253,1.4690656306619352,1.93908541445237,-0.3228512487918942
292,Hamidou Diallo,6,Guard,21.0,OKC,0.7808166079666415,-3.0144914166020307,-0.08299321191129061,-2.968414872604243,-0.8168028039990669,-0.436313342871211,2.494499002384027,0.3809122071333439,-0.8856185432666059,0.4065738381304783,-0.5089047514589987,0.495865079469141,-0.736928356395629,0.11975665042819449,-0.4213444559168103
293,Jabari Parker,0,Forward,25.0,SAC,2.0715226219149265,3.7636901176802433,1.7494886870882356,-1.855078616653146,-0.13063429027976223,-4.070204357443657,0.9731349560346073,-2.173114187143457,0.7695139825186113,-2.556319230981258,0.38050299785626274,-0.9167005840868477,0.023149171273096077,1.6679327636474555,0.5752296266130774
294,John Henson,4,Forward-Center,29.0,DET,7.692165472186759,-2.024076001969307,-2.4451206032149293,-1.4666486578278404,0.6938914958041449,0.6433169764710865,0.5247467654119483,0.1809170578183019,0.179793608519873,0.40373748601290105,-0.7815759005621221,-0.36484205398299363,0.17831701232013955,0.9827135386473905,3.076252742426096
295,Jonathan Isaac,0,Forward,22.0,ORL,2.164039721139915,3.1141073092997487,2.1650455640211046,-2.5747053873419774,-2.51866976083478,0.2845526317480282,1.8354206602719356,-2.065307812044925,0.9841145157978537,1.0880266805773768,-1.573903566064575,-3.3276836757444697,-2.175096486431499,-0.3506220400634814,0.6410114562983593
296,Michael Carter-Williams,2,Guard,28.0,ORL,-2.2879069620419545,-2.5096145509374352,-2.8340992495785624,-2.514532733374458,-1.6768810654974053,-0.3226156382470929,1.4937203418449119,-0.754271011828352,-0.6912955913966321,-1.2355963276711168,-0.3589353660764011,-2.131782754884574,0.3236718071323107,0.35477641995478326,1.663805317008443
297,Mike Conley,5,Guard,32.0,UTA,-7.552631653839922,1.1740456516636397,-1.03030889159325,0.8113181977831846,-0.9010953144193757,1.1876383049227328,-2.429005482619879,0.2556541313759977,-1.0033275652757259,-0.48691812612962126,0.42742217800822535,-0.32920509761703587,0.33290423627163535,-1.407231352076334,-1.622457243741173
298,Rodions Kurucs,6,Forward,22.0,BKN,1.663814190380561,-5.698004444202946,0.7697029794802658,-1.2161066274425085,2.1328052782646694,0.9360376276465372,1.3444644893359572,0.23093137834371663,-1.1835098670415838,-0.816809991598884,-0.38910479458028085,1.9842932359421928,1.132264720457877,-0.6353605490674548,0.9614550106102654
299,Jordan McRae,5,Guard,29.0,DET,-4.845518589268243,-1.2769467867053046,-1.5530349796823246,2.4658437619208704,-0.43432996449079186,-1.2841509049760762,0.07916719614936195,-0.18886006557666749,0.2700285570530093,-0.5526571317848584,-0.18767475226718053,-1.8786454764667302,0.5928585893120804,-1.191796349890833,0.4837212688454732
300,Patrick McCaw,6,Guard,24.0,TOR,-1.143889984458412,-4.266027938237896,1.0826445281999235,-2.827410173355763,-0.9058216137192606,0.8990179138313817,-1.2514292820583326,-0.16120312791431288,-0.5014646876346606,1.056393230101438,-1.2601408377155476,0.9536307526480556,0.2879487757711844,-0.14112338159538934,-0.6600348096468177
301,Tyler Johnson,2,Guard,28.0,BKN,-2.1614595094916247,-4.6120813328480255,-0.33290320100887155,2.0619218767518075,-0.5812347987138963,-1.2736737623881862,0.7007095921439342,1.172063696724439,-1.8651836220757938,1.1200961002600962,0.05050228324494477,1.0915984840810027,0.2486543386974805,1.7508145496218677,-1.8235194659111686
302,Dennis Smith Jr.,2,Guard,22.0,NYK,-4.583977228104403,-3.412767428899437,-5.459766486728789,-0.0633844877636217,-2.9265519137983347,-1.3721931568555397,-1.3689416370988667,-0.23186013536877195,0.4033673533251647,-0.17439920344147544,-0.6576085287785753,-0.5906112295214554,-1.3790631524842494,-1.5861585555742514,1.1334097414435451
303,Denzel Valentine,2,Guard,26.0,CHI,-3.1933478612576462,-5.029863250056672,-1.0050863889922437,1.8033146913407316,-1.131170925761904,1.9730840811184425,0.46901567379870074,-1.2070148629538084,-0.12684857495326426,1.2005497498606201,0.2758009929156399,1.4669610982151706,-1.2678010880698638,-0.4146760092765678,-1.7874727627493532
304,Gary Clark,6,Forward,25.0,ORL,2.8375982849140784,-7.76052851332855,-0.9079778464456039,2.97838940193332,0.1885783583852675,1.8960094515243544,-1.2512657700611958,1.8488102277737801,2.179352417700502,0.014709531184741286,2.70406413831151,0.3205059570838416,-0.26143192481960253,1.7819248914418406,-0.5252213933345418
305,Grayson Allen,2,Guard,24.0,MEM,-2.756998269942985,-5.09924963179297,1.3286622509225117,1.1506770082517508,1.0298959975688393,0.7131104014822407,0.9179688985005129,-0.8640570400850675,-0.13796132764771657,-1.213169004670515,2.5779525952589837,-1.5892517542556306,2.3387938718444596,0.0822418267666078,-0.22754053034021574
306,Jeff Green,6,Forward,33.0,HOU,2.872276875827376,-1.6881607826809304,3.0381022493907244,0.8955914155541203,1.1300352277077237,-0.2606151533104884,-0.09382707270637003,1.5152600018124593,-0.7858873386471628,-1.5495427603576992,-0.38545823179196964,0.2814182354620724,0.27182706709396265,-0.10993200863095012,0.020617999362057316
307,John Collins,3,Forward-Center,22.0,ATL,9.062909195908238,10.257036449013206,2.8772568237214666,0.14703000957477433,-0.5219686741355765,-0.37003209991652225,-0.8945913411830966,-1.8492178886446207,-1.54774909202785,-1.8881239871499287,2.5475077997705102,-0.6938532424070255,0.005896474589915971,-1.7066696104773011,1.3243321522172495
308,Rui Hachimura,0,Forward,22.0,WAS,1.818025718625074,3.586683266804705,1.3913240694519677,0.7159890299887346,-2.023032241307909,-4.084793478388387,0.019850792333222,-1.7072366914363906,1.349346713390722,-0.6776037667128608,-0.39898564431170963,-0.5782737857768745,0.20001965765968147,-1.174277957921077,-1.0448399411883078
309,Sekou Doumbouya,6,Forward,19.0,DET,0.29856514346317037,-4.151870527888874,0.5451185701223343,-0.5655874690371744,-0.6600237100901681,-4.132796925662653,0.3115987481762269,0.39206333672454585,0.1806312016112437,-1.7770559318987278,0.3505161913868479,0.647185508004927,-1.0686034001943188,-0.4751263928084012,0.28278927983178476
310,Thomas Bryant,3,Center-Forward,22.0,WAS,9.286277721156692,4.413418199431044,0.5867740206586298,2.3477376551414846,1.3376619351839185,-0.1477017896141675,-2.177669586247894,-1.303100623669815,-0.051036353651415484,0.727876802708649,-0.7363709727321252,0.1240537275422345,1.771598315996783,-1.6621395200178442,0.8610965569538314
311,Caris LeVert,1,Guard,25.0,BKN,-7.2124053446987615,4.256328723604647,-2.767388874602267,-1.18530861795378,0.23730322665381776,-1.1053046883529598,1.3913084385868553,1.837777876261406,-0.11243222302331025,-0.20342226221720758,0.4649056893535822,-0.5682011130410927,0.07189282764760485,1.3499706000165685,0.6007624030854636
312,Chandler Hutchison,6,Forward-Guard,24.0,CHI,-0.18579328165899922,-3.1847982220393836,-0.04367222559296105,-2.6138370393815378,-0.720378450810361,-1.9464038947528082,0.583753024545087,0.5354606984266657,0.3767831254894963,-1.1697647257785264,-0.6488484171546559,-1.956256236051512,2.440433216630938,1.1812743594327548,0.5875696774939149
313,Eric Gordon,7,Guard,31.0,HOU,-3.043757920362717,-0.8989444608577262,1.6808324213020192,0.44111297551234524,0.38640935953755357,-1.6651600075273087,0.018034643799261414,2.4318895531647136,-0.5976711199217826,-2.0979386497891124,0.6234298099274314,-0.6093171066964176,-1.5203497744555996,-2.094039443166322,-1.1139960478430766
314,Harry Giles III,4,Forward-Center,22.0,SAC,6.128446668995872,-0.07921682669603176,-3.6285553204898813,2.35900321280681,0.9296868432801243,-3.1633357248864753,-0.4054990575767908,-1.5854122937565494,2.9790545016769063,2.188435842117959,0.33005368126903,-0.11667468041211357,-0.6845326604617621,-0.30542656540214813,0.5885940130897258
315,Jacob Evans,2,Guard-Forward,23.0,MIN,-1.7405350594322058,-6.449868262345708,-2.370148154013782,2.66756792272738,-2.753682114319885,-2.1581663393078694,-0.8214455940410508,0.03169746345024398,-1.2806765630763044,1.9593903100347487,-1.2297651743886928,-1.0676413426329592,-0.3533846258266075,-1.7727776108447053,1.1072283631118864
316,Luke Kennard,5,Guard,24.0,DET,-5.328132717812337,0.9495271965484625,2.397004105554572,1.81400584291745,2.1053731180948887,-0.7643201649251664,-0.6210179371975193,-0.4371080636489612,-0.998057840712699,0.3801926087319636,2.1823391099281864,-0.36173509280296867,0.5437218184697852,0.2599062076202232,0.4597890657527135
317,Timothe Luwawu-Cabarrot,6,Guard-Forward,25.0,BKN,-0.28068191042254886,-5.5803052966034095,2.192467411680047,-0.7556571621331366,0.7164495414194348,0.3144148934111421,0.9338269581940221,1.5728900908900476,-0.966897194269405,-0.2888740620934296,1.1817900855973853,1.6669495726394146,0.8295415407145863,0.7363725098045438,-0.8223426089963197
318,Wayne Ellington,2,Guard,32.0,NYK,-1.6837565958926002,-7.855860933792672,0.4973294089998926,0.5798220308794885,-0.7060557608173919,0.4674699398182477,1.3907989491828583,0.35978849908821975,-1.3162824119292105,0.3619808637911477,2.131508008030303,0.5248352135847226,2.7276142956494693,-2.1518328542270355,0.5379726043945573
319,Jahlil Okafor,4,Center-Forward,24.0,NOP,7.368529558106361,1.0090705560869841,-2.3134923034122137,2.1190942412700315,2.2282365137839855,-1.255341729168255,0.412956317803077,-0.785591654908871,0.7352969144765147,-2.523237988524258,-2.437537229316044,0.2529865749506365,-1.0466333242349934,-0.1581383112334652,0.7441676920629813
320,Tim Frazier,2,Guard,29.0,DET,-3.8626567579856905,-5.718762564270284,-4.919115200107873,1.1158542665065998,-1.1827662465292925,0.6879039853436651,-1.8199171277326822,-0.9130496571142442,-0.9384653384072327,-0.4480939987133942,-0.5115588207835328,1.6624528575822382,2.8759610585396547,-1.2888806165257907,0.621632518761574
321,Brandon Goodwin,2,Guard,24.0,ATL,-3.453703971234894,-4.44124236150248,-4.581226429467621,1.5616175882798895,-1.3128930439830173,0.0032748080795254307,1.829984087225312,-1.1922215669037057,-0.011776408303971428,-1.6841400419766237,0.7924085635839543,0.04216052461235372,-1.9355070575729036,-1.865296227490658,-1.4325399189434598
322,Moritz Wagner,4,Forward-Center,23.0,WAS,6.86313402438474,1.104078133044462,-0.5875181912472071,0.29212618285896397,1.2168399981872973,-0.7286810879298075,-1.0388871312607175,0.3390485371948399,1.8187946025482276,-3.4225788131952872,-1.9451117309842811,-1.0555015543480029,1.7046364597761499,1.3443420452836419,1.2763588317885766
323,Trey Burke,2,Guard,27.0,DAL,-4.769393072624261,-4.132191063584999,-3.1488820030841036,3.2968658405343283,-0.6331066302287022,0.9212317436532439,0.7686605726998114,-3.098786516930125,-0.3204523252103161,-1.3625892901211905,0.40096066738833486,0.4760154714215459,-1.159585113606767,-1.9292110807904914,-0.3029331244639159
324,Wilson Chandler,6,Forward,33.0,BKN,0.9959990387696847,-3.7947083880800885,1.1436007312244545,1.818027318083575,-0.7463245929483264,1.8936505963864967,-1.0731025688664768,-0.24366410244771422,0.7145174413810192,-1.3495950853134546,-0.6608409739140083,-0.9830656234097068,-1.2375358222107062,-0.6478904491761214,-2.285638076613172
325,Willy Hernangomez,4,Center-Forward,26.0,CHA,6.594318400529096,-2.575587546652107,-4.007250891976816,1.989992399804711,0.42174310886595745,-0.7454053047173035,1.1700087209267684,0.9128831851064235,1.0869266759107363,-0.9552781643044892,1.1900674500289616,0.34563173244635403,0.3947762313955828,4.365876742036653,2.4384731451379213
326,Deandre Ayton,3,Center,21.0,PHX,11.004722945567359,11.440764203565363,0.09219254248391434,0.7603133576106345,-2.2430488280104277,-0.41952172017892336,-0.3943382032266401,-1.0962508951796637,-2.9922035119957515,2.7950514302976255,2.3474946759763164,-0.06109707174733578,0.838117405562922,-0.7559110136513489,-1.363628604352883
327,Gary Payton II,6,Guard,27.0,WAS,0.1271624558600639,-5.3852972703279205,-0.6466919444980036,-4.180520764542731,-1.4870468868069586,-2.0267063845657876,-0.3267957196702885,-1.4457159230836,1.7782276810977287,0.5652175115829917,-1.2033951889006316,1.2669472932269306,1.3463968956113468,-1.5037644339714569,-0.038251797988062004
328,Kelan Martin,2,Forward,24.0,MIN,-0.6048068739725813,-6.416373428607535,-0.04706579420336831,1.7293354153844205,-1.036066665346166,0.8113821045046687,1.9170784897318212,1.238026880651274,-0.614286826268399,0.7054533846278281,2.890365745755517,-1.6296702412040256,-0.7239886930245681,1.1317917165353442,0.12080681561468064
329,Nicolas Batum,2,Guard-Forward,31.0,CHA,-0.2547160312868206,-4.489238320300058,-2.1085857072041003,0.9455958045448843,-3.1877930350950585,2.89994675199761,-2.965295170532964,0.10986952210259175,2.549558969164843,0.04278233619827974,1.9926893298750556,-3.5396108156017863,-1.2826295083409625,3.1962376491285376,-2.4389582127679508
330,Shake Milton,2,Guard-Forward,23.0,PHI,-2.338518988850734,-3.902761359278308,0.29426586275598743,0.49871997415426894,2.011388772622538,-1.6387139828526094,-0.023384135726286098,-0.6362560323612776,0.04240007029964,-0.8955149870879455,0.7028339939779399,0.33192046385529056,2.560244164291441,2.7950152694269197,0.7146897089519937
331,James Johnson,6,Forward,33.0,MIN,2.2535942196696612,-1.012539695319308,-0.896045586625551,-0.14202743561447825,0.7516138847900906,-0.17934650008546282,-1.7909028562593037,-1.0334461198585245,1.0630658949144731,-2.4737385492730914,1.069426839028455,0.5269008247594275,-1.3469864951167168,-0.21645179672209133,2.3145210245588435
332,Reggie Bullock,7,Guard-Forward,29.0,NYK,-2.313603927809246,-4.083743633068551,1.8065972960380023,-0.2760747191639468,-0.7458111642572925,-1.9921931814693647,0.106875719086813,-0.3340358732358581,0.01823318939791643,2.5825420532714127,1.000037749497105,1.0674500846864998,0.5521792448904567,1.4080018390670932,0.11584582993268845
333,Rodney Hood,7,Guard-Forward,27.0,POR,-2.96859953284443,-1.064495657967156,2.005549931735765,2.8706575865941915,-1.0442390805106543,2.4885304813155646,-0.10403398715396073,-2.04455856977576,4.667501729165393,-0.3408662321356572,0.7993908859749052,-1.038437746691764,-0.5617181545221777,-0.9341374158965389,-1.1083091887538865
334,Allonzo Trier,2,Guard,24.0,NYK,-2.913440972096039,-5.876679741514646,-3.469042902453277,3.5619849920888993,0.11065761846131753,1.1720544082490172,2.7251584844657044,-1.213901180168729,0.7757102960812132,-1.8431262027424988,0.35875844092094267,-1.1607287167640463,1.7393532185456373,-2.5139275706470725,-3.1196109955664464
